time,upstream_reservoir_water_level,upstream_reservoir_outflow,upstream_reservoir_volume,gate_1_opening,gate_1_outflow,canal_1_water_level,canal_1_outflow,canal_2_water_level,canal_2_outflow,gate_2_opening,gate_2_outflow,canal_3_water_level,canal_3_outflow,upstream_reservoir_inflow
290.0,11.090253576594055,4.712841455191813,110902.53576594054,0.5,5.075924623590378,10.960641277901644,19.86880425967215,10.460641277901644,19.86880425967215,0.5,19.29266287017053,5.777183998571976,7.404933327383219,50.0
300.0,11.137064223493287,3.1893531007683085,111370.64223493286,0.5,3.7209773944532545,11.159329320498365,19.86880425967215,10.659329320498365,19.86880425967215,0.5,19.57423727415153,5.836423465191042,7.404933327383219,50.0
310.0,11.177064223493286,10.0,111770.64223493286,0.5,1.1797606482000336,11.358017363095087,19.86880425967215,10.858017363095087,19.86880425967215,0.5,19.851818282150113,5.895662931810108,7.404933327383219,50.0
320.0,11.217064223493287,10.0,112170.64223493286,0.5,0.0,11.553356081012804,19.533871791771862,11.056705405691808,19.86880425967215,0.5,20.125571131032178,5.954902398429174,7.404933327383219,50.0
330.0,11.257064223493286,10.0,112570.64223493286,0.5,0.0,11.745294024535738,19.193794352293384,11.25539344828853,19.86880425967215,0.5,20.395649967406342,6.01414186504824,7.404933327383219,50.0
340.0,11.297064223493287,10.0,112970.64223493286,0.5,0.0,11.933777073722247,18.84830491865082,11.454081490885251,19.86880425967215,0.5,20.66219886255305,6.0733813316673055,7.404933327383219,50.0
350.0,11.337064223493286,10.0,113370.64223493286,0.5,0.0,12.118748199284232,18.497112556198484,11.652769533481973,19.86880425967215,0.5,20.92535271096798,6.132620798286371,7.404933327383219,50.0
360.0,11.377064223493287,10.0,113770.64223493286,0.5,0.0,12.300147192372625,18.13989930883926,11.851457576078694,19.86880425967215,0.5,21.185238028427754,6.191860264905437,7.404933327383219,50.0
370.0,11.417064223493286,10.0,114170.64223493286,0.5,0.0,12.477910357869156,17.776316549653146,12.050145618675415,19.86880425967215,0.5,21.4419736629786,6.251099731524503,7.404933327383219,50.0
380.0,11.457064223493287,10.0,114570.64223493286,0.5,0.0,12.651970164592296,17.405980672313916,12.248833661272137,19.86880425967215,0.5,21.69567143018612,6.310339198143569,7.404933327383219,50.0
390.0,11.497064223493286,10.0,114970.64223493286,0.5,0.0,12.822254844308693,17.028467971639817,12.447521703868858,19.86880425967215,0.5,21.9464366822799,6.369578664762635,7.404933327383219,50.0
400.0,11.537064223493287,10.0,115370.64223493286,0.5,0.0,12.988687929494528,16.64330851858351,12.64620974646558,19.86880425967215,0.5,22.19436881941109,6.428818131381701,7.404933327383219,50.0
410.0,11.577064223493286,10.0,115770.64223493286,0.5,0.0,13.15118771726637,16.24997877718412,12.844897789062301,19.86880425967215,0.5,22.439561750060395,6.488057598000767,7.404933327383219,50.0
420.0,11.617064223493287,10.0,116170.64223493286,0.5,0.0,13.309666643591195,15.84789263248249,13.043585831659023,19.86880425967215,0.5,22.682104306644476,6.5472970646198325,7.404933327383219,50.0
430.0,11.657064223493286,10.0,116570.64223493286,0.5,0.0,13.46403054749397,15.436390390277454,13.242273874255744,19.86880425967215,0.5,22.922080621536658,6.606536531238898,7.404933327383219,50.0
440.0,11.697064223493287,10.0,116970.64223493286,0.5,0.0,13.614177799079508,15.014725158553803,13.440961916852466,19.86880425967215,0.5,23.159570468015005,6.665775997857964,7.404933327383219,50.0
450.0,11.737064223493286,10.0,117370.64223493286,0.5,0.0,13.759998257139953,14.582045806044489,13.639649959449187,19.86880425967215,0.5,23.394649570055098,6.72501546447703,7.404933327383219,50.0
460.0,11.777064223493287,10.0,117770.64223493286,0.5,0.0,13.901372010978159,14.137375383820654,13.838338002045909,19.86880425967215,0.5,23.62738988437795,6.784254931096096,7.404933327383219,50.0
470.0,11.817064223493286,10.0,118170.64223493286,0.5,0.0,14.038167845378958,13.67958344007981,14.03702604464263,19.86880425967215,0.5,23.857859857730997,6.849137328992952,8.110299737106953,50.0
480.0,11.857064223493285,10.0,118570.64223493286,0.5,0.0,14.170241345108199,13.207349972924188,14.235714087239351,19.86880425967215,0.5,24.076929704328528,6.919209696645118,8.759045956520808,50.0
490.0,11.897064223493286,10.0,118970.64223493286,0.5,0.0,14.297432522210165,12.719117710196622,14.434402129836073,19.86880425967215,0.5,24.28563983420709,6.994113287079188,9.362948804258727,50.0
500.0,11.937064223493287,10.0,119370.64223493286,0.5,0.0,14.419562799558063,12.213027734789852,14.633090172432794,19.86880425967215,0.5,24.484830119127864,7.073554831698168,9.930193077372481,50.0
510.0,11.977064223493286,10.0,119770.64223493286,0.5,0.0,14.536431107036073,11.686830747800961,14.831778215029516,19.86880425967215,0.5,24.675197489054558,7.157288756501583,10.4667406004268,50.0
520.0,12.017064223493286,10.0,120170.64223493286,0.5,0.0,14.64780872358159,11.13776165455174,15.030466257626237,19.86880425967215,0.5,24.857332324452333,7.245105504986814,10.977093560653893,50.0
530.0,12.057064223493287,10.0,120570.64223493286,0.5,0.0,14.753432294055383,10.562357047379276,15.229154300222959,19.86880425967215,0.5,25.03174283684883,7.336823510122408,11.464750641949243,50.0
540.0,12.097064223493287,10.0,120970.64223493286,0.5,0.0,14.852994095843494,9.956180178811161,15.42784234281968,19.86880425967215,0.5,25.198872157104212,7.432283468312151,11.932494773717774,50.0
550.0,12.137064223493287,10.0,121370.64223493286,0.5,0.0,14.94612798307678,9.313388723328654,15.626530385416402,19.86880425967215,0.5,25.359110750464843,7.531344130378996,12.382582758355722,50.0
560.0,12.177064223493286,10.0,121770.64223493286,0.5,0.0,15.032388175130826,8.626019205404747,15.825218428013123,19.86880425967215,0.5,25.51280570377014,7.6338791288948995,12.816874814487923,50.0
570.0,12.217064223493287,10.0,122170.64223493286,0.5,0.0,15.11121539022662,7.882721509579364,16.023906470609845,19.86880425967215,0.5,25.660267843064087,7.739774535179548,13.236925785581077,50.0
580.0,12.257064223493286,10.0,122570.64223493286,0.5,0.0,15.181878565876673,7.0663175650051855,16.222594513206566,19.86880425967215,0.5,25.801777300712452,7.84892694341558,13.644051029503943,50.0
590.0,12.297064223493287,10.0,122970.64223493286,0.5,0.0,15.243363451958347,6.148488608167473,16.421282555803288,19.86880425967215,0.5,25.93758794607138,7.9612419440845015,14.039375083615155,50.0
600.0,12.337064223493286,10.0,123370.64223493286,0.5,0.0,15.29412269819425,5.075924623590378,16.61997059840001,19.86880425967215,0.5,26.067930964897865,8.07663289055256,14.423868308507272,50.0
610.0,12.377064223493287,10.0,123770.64223493286,0.5,0.0,15.331332472138783,3.7209773944532545,16.81865864099673,19.86880425967215,0.5,26.19301778899977,8.195019890169615,14.798374952131969,50.0
620.0,12.417064223493286,10.0,124170.64223493286,0.5,0.0,15.343130078620783,1.1797606482000336,17.017346683593452,19.86880425967215,0.5,26.313042521683098,8.316328969919908,15.16363496878678,50.0
630.0,12.457064223493287,10.0,124570.64223493286,0.5,0.0,15.343130078620783,0.0,17.216034726190173,19.86880425967215,0.5,26.42818396621475,8.440491379615427,15.520301211939788,50.0
640.0,12.497064223493286,10.0,124970.64223493286,0.5,0.0,15.343130078620783,0.0,17.414722768786895,19.86880425967215,0.5,26.53860733765389,8.567443004783962,15.868953146066884,50.0
650.0,12.537064223493287,10.0,125370.64223493286,0.5,0.0,15.343130078620783,0.0,17.613410811383616,19.86880425967215,0.5,26.644465719205947,8.69712386800004,16.210107902009554,50.0
660.0,12.577064223493286,10.0,125770.64223493286,0.5,0.0,15.343130078620783,0.0,17.812098853980338,19.86880425967215,0.5,26.74590131028928,8.829477702232378,16.544229279042252,50.0
670.0,12.617064223493287,10.0,126170.64223493286,0.5,0.0,15.343130078620783,0.0,18.01078689657706,19.86880425967215,0.5,26.843046503185338,8.964451583363267,16.871735141361288,50.0
680.0,12.657064223493286,10.0,126570.64223493286,0.5,0.0,15.343130078620783,0.0,18.20947493917378,19.86880425967215,0.5,26.936024817407805,9.101995611728988,17.193003545715094,50.0
690.0,12.697064223493285,10.0,126970.64223493286,0.5,0.0,15.343130078620783,0.0,18.408162981770502,19.86880425967215,0.5,27.024951715051373,9.242062634580924,17.508377856491965,50.0
700.0,12.737064223493286,10.0,127370.64223493286,0.5,0.0,15.343130078620783,0.0,18.606851024367224,19.86880425967215,0.5,27.109935315865823,9.384608002945312,17.818171045548546,50.0
710.0,12.777064223493287,10.0,127770.64223493286,0.5,0.0,15.343130078620783,0.0,18.805539066963945,19.86880425967215,0.5,27.191077027293023,9.529589357586774,18.122669330182873,50.0
720.0,12.817064223493286,10.0,128170.64223493286,0.5,0.0,15.343130078620783,0.0,19.004227109560667,19.86880425967215,0.5,27.26847210195157,9.676966439744103,18.422135269666146,50.0
730.0,12.857064223493285,10.0,128570.64223493286,0.5,0.0,15.343130078620783,0.0,19.202915152157388,19.86880425967215,0.5,27.342210132873216,9.826700923069563,18.716810415682577,50.0
740.0,12.897064223493286,10.0,128970.64223493286,0.5,0.0,15.343130078620783,0.0,19.40160319475411,19.86880425967215,0.5,27.412375495053382,9.97875626381193,19.00691759279579,50.0
750.0,12.937064223493287,10.0,129370.64223493286,0.5,0.0,15.343130078620783,0.0,19.60029123735083,19.86880425967215,0.5,27.479047740475522,10.133097566773294,19.29266287017053,50.0
760.0,12.977064223493286,10.0,129770.64223493286,0.5,0.0,15.343130078620783,0.0,19.798979279947552,19.86880425967215,0.5,27.542301952631263,10.289691464966506,19.57423727415153,50.0
770.0,13.017064223493286,10.0,130170.64223493286,0.5,0.0,15.343130078620783,0.0,19.997667322544274,19.86880425967215,0.5,27.602209065629207,10.448506011223706,19.851818282150113,50.0
780.0,13.057064223493287,10.0,130570.64223493286,0.5,0.0,15.343130078620783,0.0,20.196355365140995,19.86880425967215,0.5,27.65883615222139,10.609510580271964,20.125571131032178,50.0
790.0,13.097064223493287,10.0,130970.64223493286,0.5,0.0,15.343130078620783,0.0,20.395043407737717,19.86880425967215,0.5,27.71224668444463,10.772675780011214,20.395649967406342,50.0
800.0,13.137064223493287,10.0,131370.64223493286,0.5,0.0,15.343130078620783,0.0,20.593731450334438,19.86880425967215,0.5,27.762500770048916,10.937973370911639,20.66219886255305,50.0
810.0,13.177064223493286,10.0,131770.64223493286,0.5,0.0,15.343130078620783,0.0,20.79241949293116,19.86880425967215,0.5,27.809655367445533,11.105376192599383,20.92535271096798,50.0
820.0,13.217064223493287,10.0,132170.64223493286,0.5,0.0,15.343130078620783,0.0,20.99110753552788,19.86880425967215,0.5,27.85376448153873,11.274858096826804,21.185238028427754,50.0
830.0,13.257064223493286,10.0,132570.64223493286,0.5,0.0,15.343130078620783,0.0,21.189795578124603,19.86880425967215,0.5,27.894879342493155,11.446393886130632,21.4419736629786,50.0
840.0,13.297064223493287,10.0,132970.64223493286,0.5,0.0,15.343130078620783,0.0,21.388483620721324,19.86880425967215,0.5,27.933048569224905,11.619959257572122,21.69567143018612,50.0
850.0,13.337064223493286,10.0,133370.64223493286,0.5,0.0,15.343130078620783,0.0,21.587171663318045,19.86880425967215,0.5,27.968318319179296,11.79553075103036,21.9464366822799,50.0
860.0,13.377064223493287,10.0,133770.64223493286,0.5,0.0,15.343130078620783,0.0,21.785859705914767,19.86880425967215,0.5,28.000732425765726,11.97308570158565,22.19436881941109,50.0
870.0,13.417064223493286,10.0,134170.64223493286,0.5,0.0,15.343130078620783,0.0,21.98454774851149,19.86880425967215,0.5,28.030332524655144,12.152602195586132,22.439561750060395,50.0
880.0,13.457064223493287,10.0,134570.64223493286,0.5,0.0,15.343130078620783,0.0,22.18323579110821,19.86880425967215,0.5,28.057158170003117,12.334059030039288,22.682104306644476,50.0
890.0,13.497064223493286,10.0,134970.64223493286,0.5,0.0,15.343130078620783,0.0,22.38192383370493,19.86880425967215,0.5,28.081246941538755,12.517435675011582,22.922080621536658,50.0
900.0,13.537064223493287,10.0,135370.64223493286,0.5,0.0,15.343130078620783,0.0,22.580611876301653,19.86880425967215,0.5,28.102634543352778,12.702712238755701,23.159570468015005,50.0
910.0,13.577064223493286,10.0,135770.64223493286,0.5,0.0,15.343130078620783,0.0,22.779299918898374,19.86880425967215,0.5,28.121354895125467,12.889869435316141,23.394649570055098,50.0
920.0,13.617064223493287,10.0,136170.64223493286,0.5,0.0,15.343130078620783,0.0,22.977987961495096,19.86880425967215,0.5,28.137440216454024,13.078888554391165,23.62738988437795,50.0
930.0,13.657064223493286,10.0,136570.64223493286,0.5,0.0,15.343130078620783,0.0,23.173326679412813,19.533871791771862,0.5,28.146252042708973,13.269751433253013,23.857859857730997,50.0
940.0,13.697064223493285,10.0,136970.64223493286,0.5,0.0,15.343130078620783,0.0,23.365264622935747,19.193794352293384,0.5,28.147750800486723,13.462366870887642,24.076929704328528,50.0
950.0,13.737064223493286,10.0,137370.64223493286,0.5,0.0,15.343130078620783,0.0,23.553747672122256,18.84830491865082,0.5,28.141989362532502,13.656651989561299,24.28563983420709,50.0
960.0,13.777064223493287,10.0,137770.64223493286,0.5,0.0,15.343130078620783,0.0,23.738718797684243,18.497112556198484,0.5,28.128999326344488,13.852530630514321,24.484830119127864,50.0
970.0,13.817064223493286,10.0,138170.64223493286,0.5,0.0,15.343130078620783,0.0,23.920117790772636,18.13989930883926,0.5,28.108792936322835,14.049932210426759,24.675197489054558,50.0
980.0,13.857064223493285,10.0,138570.64223493286,0.5,0.0,15.343130078620783,0.0,24.09788095626917,17.776316549653146,0.5,28.081364239896047,14.248790869022377,24.857332324452333,50.0
990.0,13.897064223493286,10.0,138970.64223493286,0.5,0.0,15.343130078620783,0.0,24.27194076299231,17.405980672313916,0.5,28.046689709817098,14.449044811717167,25.03174283684883,50.0
1000.0,13.937064223493287,10.0,139370.64223493286,0.5,0.0,15.343130078620783,0.0,24.442225442708708,17.028467971639817,0.5,28.00472845646278,14.650635788974,25.198872157104212,50.0
1010.0,13.977064223493286,10.0,139770.64223493286,0.5,0.0,15.343130078620783,0.0,24.608658527894544,16.64330851858351,0.5,27.955422095730988,14.85350867497772,25.359110750464843,50.0
1020.0,14.017064223493286,10.0,140170.64223493286,0.5,0.0,15.343130078620783,0.0,24.771158315666387,16.24997877718412,0.5,27.898694302802895,15.05761112060788,25.51280570377014,50.0
1030.0,14.057064223493287,10.0,140570.64223493286,0.5,0.0,15.343130078620783,0.0,24.929637241991212,15.84789263248249,0.5,27.83445005754854,15.262893263352394,25.660267843064087,50.0
1040.0,14.097064223493287,10.0,140970.64223493286,0.5,0.0,15.343130078620783,0.0,25.084001145893986,15.436390390277454,0.5,27.76257456760565,15.469307481758094,25.801777300712452,50.0
1050.0,14.137064223493287,10.0,141370.64223493286,0.5,0.0,15.343130078620783,0.0,25.234148397479522,15.014725158553803,0.5,27.68293183652732,15.676808185326665,25.93758794607138,50.0
1060.0,14.177064223493286,10.0,141770.64223493286,0.5,0.0,15.343130078620783,0.0,25.379968855539968,14.582045806044489,0.5,27.595362824183706,15.885351633045849,26.067930964897865,50.0
1070.0,14.217064223493287,10.0,142170.64223493286,0.5,0.0,15.343130078620783,0.0,25.521342609378173,14.137375383820654,0.5,27.499683122220898,16.09489577535785,26.19301778899977,50.0
1080.0,14.257064223493288,10.0,142570.64223493286,0.5,0.0,15.343130078620783,0.0,25.65813844377897,13.67958344007981,0.5,27.395680035686095,16.305400115531313,26.313042521683098,50.0
1090.0,14.297064223493287,10.0,142970.64223493286,0.5,0.0,15.343130078620783,0.0,25.79021194350821,13.207349972924188,0.5,27.283108918516362,16.51682558726103,26.42818396621475,50.0
1100.0,14.337064223493286,10.0,143370.64223493286,0.5,0.0,15.343130078620783,0.0,25.917403120610178,12.719117710196622,0.5,27.161688548712156,16.729134445962263,26.53860733765389,50.0
1110.0,14.377064223493287,10.0,143770.64223493286,0.5,0.0,15.343130078620783,0.0,26.039533397958078,12.213027734789852,0.5,27.031095237755935,16.94229017171591,26.644465719205947,50.0
1120.0,14.417064223493286,10.0,144170.64223493286,0.5,0.0,15.343130078620783,0.0,26.15640170543609,11.686830747800961,0.5,26.89095522971171,17.156257382198223,26.74590131028928,50.0
1130.0,14.457064223493287,10.0,144570.64223493286,0.5,0.0,15.343130078620783,0.0,26.267779321981607,11.13776165455174,0.5,26.74083472583083,17.371001754223705,26.843046503185338,50.0
1140.0,14.497064223493286,10.0,144970.64223493286,0.5,0.0,15.343130078620783,0.0,26.3734028924554,10.562357047379276,0.5,26.580226510103774,17.586489952762967,26.936024817407805,50.0
1150.0,14.537064223493285,10.0,145370.64223493286,0.5,0.0,15.343130078620783,0.0,26.47296469424351,9.956180178811161,0.5,26.408531532658024,17.80268956648338,27.024951715051373,50.0
1160.0,14.577064223493286,10.0,145770.64223493286,0.5,0.0,15.343130078620783,0.0,26.566098581476798,9.313388723328654,0.5,26.225032688190943,18.019569049010308,27.109935315865823,50.0
1170.0,14.617064223493287,10.0,146170.64223493286,0.5,0.0,15.343130078620783,0.0,26.652358773530846,8.626019205404747,0.5,26.028855863836426,18.237097665228653,27.191077027293023,50.0
1180.0,14.657064223493286,10.0,146570.64223493286,0.5,0.0,15.343130078620783,0.0,26.73118598862664,7.882721509579364,0.5,25.81890879995268,18.455245442044266,27.26847210195157,50.0
1190.0,14.697064223493285,10.0,146970.64223493286,0.5,0.0,15.343130078620783,0.0,26.80184916427669,7.0663175650051855,0.5,25.593777761807665,18.673983123107252,27.342210132873216,50.0
1200.0,14.737064223493286,10.0,147370.64223493286,0.5,0.0,15.343130078620783,0.0,26.863334050358365,6.148488608167473,0.5,25.351533696616215,18.89328212706768,27.412375495053382,50.0
1210.0,14.777064223493287,10.0,147770.64223493286,0.5,0.0,15.343130078620783,0.0,26.914093296594267,5.075924623590378,0.5,25.089305701522445,19.113114508991483,27.479047740475522,50.0
1220.0,14.817064223493286,10.0,148170.64223493286,0.5,0.0,15.343130078620783,0.0,26.9513030705388,3.7209773944532545,0.5,24.802036979051405,19.333452924612534,27.542301952631263,50.0
1230.0,14.857064223493285,10.0,148570.64223493286,0.5,0.0,15.343130078620783,0.0,26.9631006770208,1.1797606482000336,0.5,24.469874450209197,19.554270597137567,27.602209065629207,50.0
1240.0,14.897064223493286,10.0,148970.64223493286,0.5,0.0,15.343130078620783,0.0,26.9631006770208,0.0,0.5,24.113170357073255,19.775541286355338,27.65883615222139,50.0
1250.0,14.937064223493287,10.0,149370.64223493286,0.5,0.0,15.343130078620783,0.0,26.9631006770208,0.0,0.5,23.750361281029505,19.997239259830895,27.71224668444463,50.0
1260.0,14.977064223493286,10.0,149770.64223493286,0.5,0.0,15.343130078620783,0.0,26.9631006770208,0.0,0.5,23.3812062139887,20.219339265991287,27.762500770048916,50.0
1270.0,15.017064223493286,10.0,150170.64223493286,0.5,0.0,15.343130078620783,0.0,26.9631006770208,0.0,0.5,23.005442737265376,20.441816508930852,27.809655367445533,50.0
1280.0,15.057064223493287,10.0,150570.64223493286,0.5,0.0,15.343130078620783,0.0,26.9631006770208,0.0,0.5,22.622784565824322,20.664646624783163,27.85376448153873,50.0
1290.0,15.097064223493287,10.0,150970.64223493286,0.5,0.0,15.343130078620783,0.0,26.9631006770208,0.0,0.5,22.232918702221934,20.88780565952311,27.894879342493155,50.0
1300.0,15.137064223493287,10.0,151370.64223493286,0.5,0.0,15.343130078620783,0.0,26.9631006770208,0.0,0.5,21.835502123221687,21.11127004807691,27.933048569224905,50.0
1310.0,15.177064223493286,10.0,151770.64223493286,0.5,0.0,15.343130078620783,0.0,26.9631006770208,0.0,0.5,21.430157903280055,21.335016594630346,27.968318319179296,50.0
1320.0,15.217064223493287,10.0,152170.64223493286,0.5,0.0,15.343130078620783,0.0,26.9631006770208,0.0,0.5,21.016470654845996,21.559022454036473,28.000732425765726,50.0
1330.0,15.257064223493288,10.0,152570.64223493286,0.5,0.0,15.343130078620783,0.0,26.9631006770208,0.0,0.5,20.593981133812132,21.783265114233714,28.030332524655144,50.0
1340.0,15.297064223493287,10.0,152970.64223493286,0.5,0.0,15.343130078620783,0.0,26.9631006770208,0.0,0.5,20.16217981686332,22.00772237959374,28.057158170003117,50.0
1350.0,15.337064223493286,10.0,153370.64223493286,0.5,0.0,15.343130078620783,0.0,26.9631006770208,0.0,0.5,19.720499202151952,22.23237235512605,28.081246941538755,50.0
1360.0,15.377064223493287,10.0,153770.64223493286,0.5,1.6319165694342614,15.343130078620783,0.0,26.9631006770208,0.0,0.5,19.26830451031694,22.45719343147287,28.102634543352778,50.0
1370.0,15.425432306923852,1.6319165694342614,154254.3230692385,0.5,2.5414717935135287,15.343130078620783,0.0,26.9631006770208,0.0,0.5,18.804882361519883,22.682164270633873,28.121354895125467,50.0
1380.0,15.472890835130336,2.5414717935135287,154728.90835130337,0.5,3.1911791192080883,15.343130078620783,0.0,26.9631006770208,0.0,0.5,18.329426864287004,22.907263792365505,28.137440216454024,50.0
1390.0,15.519699656011129,3.1911791192080883,155196.9965601113,0.5,3.72252339597676,15.343130078620783,0.0,26.9631006770208,0.0,0.5,17.841022356012775,23.132433808707177,28.146252042708973,50.0
1400.0,15.565977132615153,3.72252339597676,155659.77132615153,0.5,4.181989574051821,15.343130078620783,0.0,26.9631006770208,0.0,0.5,17.338706290414326,23.35761581511107,28.147750800486723,50.0
1410.0,15.611795143041103,4.181989574051821,156117.95143041102,0.5,4.591822541835292,15.343130078620783,0.0,26.9631006770208,0.0,0.5,16.82136890870287,23.58275173001133,28.141989362532502,50.0
