time,upstream_reservoir_water_level,upstream_reservoir_outflow,upstream_reservoir_volume,gate_1_opening,gate_1_outflow,canal_water_level,canal_inflow,canal_outflow,downstream_reservoir_water_level,downstream_reservoir_outflow,downstream_reservoir_volume,upstream_reservoir_inflow,downstream_reservoir_inflow
340,11.028840046779623,21.241861422723787,110288.40046779622,0.5,21.294919943914923,5.259845232397165,21.294919943914923,20.373790503280084,4.697133502588753,0,46971.33502588753,50.0,20.373790503280084
350,11.057562107193451,21.27793958617082,110575.62107193451,0.5,21.330841997774318,5.268943831644676,21.330841997774318,20.420982073023225,4.717554484661776,0,47175.54484661776,50.0,20.420982073023225
360,11.086248009458265,21.314097735186163,110862.48009458264,0.5,21.36684421890164,5.2779415048084815,21.36684421890164,20.467076902521097,4.738021561564297,0,47380.21561564297,50.0,20.467076902521097
370,11.114897695772399,21.35031368586689,111148.97695772398,0.5,21.4029045194069,5.286849499146072,21.4029045194069,20.512105085647796,4.758533666649945,0,47585.33666649945,50.0,20.512105085647796
380,11.143511129370303,21.38656640209536,111435.11129370303,0.5,21.43900195298274,5.2956785619188596,21.43900195298274,20.556095675703993,4.779089762325649,0,47790.89762325649,50.0,20.556095675703993
390,11.172088293426068,21.422835944234585,111720.88293426068,0.5,21.475116663913276,5.304438961241982,21.475116663913276,20.599076731600984,4.79968883905725,0,47996.8883905725,50.0,20.599076731600984
400,11.200629190006078,21.459103419989546,112006.29190006078,0.5,21.5112298382358,5.3131405060093595,21.5112298382358,20.641075361498057,4.820329914418748,0,48203.299144187484,50.0,20.641075361498057
410,11.229133839068723,21.495350937355326,112291.33839068723,0.5,21.547323656976495,5.321792564938544,21.547323656976495,20.682117764058024,4.841012032182807,0,48410.120321828064,50.0,20.682117764058024
420,11.25760227750915,21.53156155957427,112576.0227750915,0.5,21.583381251382768,5.330404084777606,21.583381251382768,20.722229267476557,4.861734261450283,0,48617.34261450283,50.0,20.722229267476557
430,11.286034558247122,21.5677192620261,112860.34558247123,0.5,21.61938666007636,5.338983607714094,21.61938666007636,20.761434366427544,4.8824956958167105,0,48824.9569581671,50.0,20.761434366427544
440,11.314430749356147,21.603808890976428,113144.30749356147,0.5,21.65532478805313,5.347539288024061,21.65532478805313,20.799756757056453,4.903295452573767,0,49032.95452573767,50.0,20.799756757056453
450,11.342790933232035,21.639816124111178,113427.90933232036,0.5,21.691181367457187,5.356078907997174,21.691181367457187,20.837219370145913,4.924132671943912,0,49241.32671943912,50.0,20.837219370145913
460,11.37111520579925,21.675727432786008,113711.1520579925,0.5,21.726942920059116,5.364609893172112,21.726942920059116,20.873844402565272,4.945006516346477,0,49450.06516346477,50.0,20.873844402565272
470,11.399403675753328,21.711530045922093,113994.03675753328,0.5,21.76259672136976,5.3731393269146945,21.76259672136976,20.90965334711155,4.965916169693589,0,49659.16169693589,50.0,20.90965334711155
480,11.427656463837845,21.747211915481394,114276.56463837846,0.5,21.798130766323265,5.38167396436953,21.798130766323265,20.94466702083972,4.9868608367144285,0,49868.60836714428,50.0,20.94466702083972
490,11.45587370215439,21.782761683456794,114558.7370215439,0.5,21.83353373646501,5.3902202458144535,21.83353373646501,20.978905591972698,5.007839742306401,0,50078.39742306401,50.0,20.978905591972698
500,11.484055533504076,21.818168650314313,114840.55533504076,0.5,21.868794968582097,5.398784309445499,21.868794968582097,21.012388605477625,5.028852130911878,0,50288.52130911878,50.0,21.012388605477625
510,11.51220211075925,21.85342274482689,115122.02110759249,0.5,21.903904424716227,5.407372003618803,21.903904424716227,21.04513500738585,5.049897265919265,0,50498.972659192645,50.0,21.04513500738585
520,11.540313596264008,21.888514495241157,115403.13596264008,0.5,21.938852663500793,5.415988898574488,21.938852663500793,21.0771631679322,5.0709744290871965,0,50709.74429087197,50.0,21.0771631679322
530,11.568390161262286,21.923435001720726,115683.90161262287,0.5,21.97363081276598,5.424640297666346,21.97363081276598,21.10849090358018,5.092082919990777,0,50920.82919990777,50.0,21.10849090358018
540,11.596431985352275,21.9581759100115,115964.31985352276,0.5,22.008230543357904,5.43333124811993,22.008230543357904,21.139135497999497,5.113222055488777,0,51132.22055488777,50.0,21.139135497999497
550,11.624439255966,21.992729386276604,116244.39255965999,0.5,22.042644044119562,5.44206655134059,22.042644044119562,21.169113722053584,5.13439116921083,0,51343.911692108304,50.0,21.169113722053584
560,11.65241216787295,22.027088093050388,116524.12167872948,0.5,22.07686399798349,5.450850772791877,22.07686399798349,21.198441852854774,5.155589611063685,0,51555.89611063685,50.0,21.198441852854774
570,11.680350922706685,22.061245166263,116803.50922706685,0.5,22.110883559127938,5.459688251463775,22.110883559127938,21.22713569193814,5.176816746755623,0,51768.16746755623,50.0,21.22713569193814
580,11.708255728513397,22.095194193288812,117082.55728513397,0.5,22.144696331150136,5.468583108949238,22.144696331150136,21.255210582603812,5.198071957338227,0,51980.71957338227,50.0,21.255210582603812
590,11.736126799321424,22.128929191973914,117361.26799321423,0.5,22.178296346212193,5.477539258146633,22.178296346212193,21.28268142647265,5.219354638764699,0,52193.546387646995,50.0,21.28268142647265
600,11.763964354730824,22.162444590599602,117639.64354730824,0.5,22.211678045116884,5.486560411604813,22.211678045116884,21.30956269929885,5.240664201463998,0,52406.64201463998,50.0,21.30956269929885
610,11.791768619522083,22.19573520874065,117917.68619522083,0.5,22.244836258272333,5.495650089526747,22.244836258272333,21.335868466078896,5.262000069930077,0,52620.00069930077,50.0,21.335868466078896
620,11.819539823283105,22.228796238978706,118195.39823283104,0.5,22.277766187506298,5.504416804382569,22.277766187506298,21.40109470192408,5.283401164632001,0,52834.01164632001,50.0,21.40109470192408
630,11.847277504119923,22.262319163180507,118472.77504119923,0.5,22.31115657502738,5.5131528256882625,22.31115657502738,21.43755444445811,5.304838719076459,0,53048.38719076459,50.0,21.43755444445811
640,11.87498171741563,22.295786704292734,118749.8171741563,0.5,22.34449219433648,5.521857617997749,22.34449219433648,21.47401296338782,5.326312732039847,0,53263.12732039847,50.0,21.47401296338782
650,11.902652517265999,22.329200149631767,119026.52517265998,0.5,22.37777432397092,5.530530838566745,22.37777432397092,21.51045226707129,5.347823184306918,0,53478.23184306918,50.0,21.51045226707129
660,11.930289956827973,22.362560438024925,119302.89956827974,0.5,22.411003895433627,5.5391723242756985,22.411003895433627,21.546855324538253,5.369370039631456,0,53693.70039631456,50.0,21.546855324538253
670,11.957894088642018,22.3958681859557,119578.94088642018,0.5,22.444181519214926,5.547782079248516,22.444181519214926,21.583206021933194,5.39095324565339,0,53909.532456533896,50.0,21.583206021933194
680,11.985464964929818,22.429123712200663,119854.64964929818,0.5,22.477307509314112,5.556360263133038,22.477307509314112,21.61948912086194,5.412572734774252,0,54125.72734774252,50.0,21.61948912086194
690,12.01300263786878,22.462327061037364,120130.0263786878,0.5,22.510381906339596,5.564907180010774,22.510381906339596,21.65569021856596,5.434228424992818,0,54342.284249928176,50.0,21.65569021856596
700,12.040507159844683,22.49547802409845,120405.07159844683,0.5,22.543404499262422,5.573423267904914,22.543404499262422,21.691795709848414,5.455920220702666,0,54559.20220702666,50.0,21.691795709848414
710,12.067978583683738,22.52857616094353,120679.78583683739,0.5,22.57637484589415,5.581909088857056,22.57637484589415,21.727792750679974,5.477648013453346,0,54776.48013453346,50.0,21.727792750679974
720,12.095416962865322,22.561620818416348,120954.16962865322,0.5,22.609292292156532,5.59036531954448,22.609292292156532,21.763669223414134,5.49941168267676,0,54994.116826767604,50.0,21.763669223414134
730,12.12282235171647,22.594611148851836,121228.2235171647,0.5,22.642155990206806,5.598792742411105,22.642155990206806,21.79941370354431,5.521211096380305,0,55212.11096380305,50.0,21.79941370354431
740,12.150194805589276,22.627546127193842,121501.94805589276,0.5,22.67496491547943,5.6071922372865295,22.67496491547943,21.83501542793698,5.543046111808241,0,55430.461118082414,50.0,21.83501542793698
750,12.177534381022195,22.660424567081694,121775.34381022194,0.5,22.707717882701797,5.615564773468773,22.707717882701797,21.870464264477476,5.5649165760727195,0,55649.16576072719,50.0,21.870464264477476
760,12.204841135886234,22.69324513596045,122048.41135886233,0.5,22.74041356093865,5.623911402247471,22.74041356093865,21.905750683068764,5.5868223267557875,0,55868.22326755788,50.0,21.905750683068764
770,12.232115129516966,22.72600636926713,122321.15129516966,0.5,22.773050487717054,5.632233249845412,22.773050487717054,21.940865727922983,5.6087631924837105,0,56087.63192483711,50.0,21.940865727922983
780,12.259356422833225,22.758706683742457,122593.56422833224,0.5,22.805627082281326,5.6405315107573175,22.805627082281326,21.975800991090786,5.630738993474802,0,56307.38993474802,50.0,21.975800991090786
790,12.28656507844331,22.79134438991516,122865.65078443309,0.5,22.838141658024558,5.648807441465825,22.838141658024558,22.01054858717374,5.652749542061976,0,56527.49542061976,50.0,22.01054858717374
800,12.313741160739506,22.82391770380346,123137.41160739506,0.5,22.870592434141237,5.6570623545155625,22.870592434141237,22.04510112916753,5.674794643191143,0,56747.946431911434,50.0,22.04510112916753
810,12.34088473598163,22.856424757876177,123408.8473598163,0.5,22.90297754654309,5.665297612927125,22.90297754654309,22.079451705386877,5.69687409489653,0,56968.7409489653,50.0,22.079451705386877
820,12.367995872370317,22.88886361131364,123679.95872370317,0.5,22.9352950580781,5.67351462493367,22.9352950580781,22.11359385742362,5.718987688753954,0,57189.87688753953,50.0,22.11359385742362
830,12.39507464011071,22.92123225960655,123950.7464011071,0.5,22.967542968090736,5.681714839023658,22.967542968090736,22.14752155909191,5.741135210313045,0,57411.352103130455,50.0,22.14752155909191
840,12.422121111467181,22.953528643529122,124221.21111467181,0.5,22.99971922135937,5.689899739274076,22.99971922135937,22.181229196317528,5.763316439509364,0,57633.164395093634,50.0,22.181229196317528
850,12.44913536080966,22.985750657520736,124491.3536080966,0.5,23.031821716445112,5.698070840959248,23.031821716445112,22.214711547927855,5.785531151057292,0,57855.311510572916,50.0,22.214711547927855
860,12.476117464652152,23.017896157508844,124761.17464652151,0.5,23.063848313484442,5.706229686421062,23.063848313484442,22.247963767303133,5.807779114824594,0,58077.791148245946,50.0,22.247963767303133
870,12.503067501683947,23.049962968204007,125030.67501683946,0.5,23.095796841456483,5.714377841187125,23.095796841456483,22.280981364850174,5.830060096189444,0,58300.600961894444,50.0,22.280981364850174
880,12.529985552794049,23.081948889896424,125299.8555279405,0.5,23.127665104954097,5.722516890324055,23.127665104954097,22.313760191261128,5.852373856380705,0,58523.738563807055,50.0,22.313760191261128
890,12.556871701089268,23.113851704781812,125568.71701089268,0.5,23.159450890486458,5.730648435013695,23.159450890486458,22.346296421522474,5.874720152802228,0,58747.20152802228,50.0,22.346296421522474
900,12.583726031906426,23.14566918284306,125837.26031906425,0.5,23.191151972339398,5.738774089340685,23.191151972339398,22.378586539640338,5.897098739341868,0,58970.98739341868,50.0,22.378586539640338
910,12.610548632819112,23.17739908731261,126105.48632819112,0.5,23.222766118018477,5.746895477280375,23.222766118018477,22.410627324049578,5.919509366665918,0,59195.09366665918,50.0,22.410627324049578
920,12.637339593639373,23.209039179739435,126373.39593639373,0.5,23.254291093298335,5.755014229876597,23.254291093298335,22.442415833676126,5.941951782499594,0,59419.51782499594,50.0,22.442415833676126
930,12.66409900641469,23.240587224683086,126640.9900641469,0.5,23.28572466690074,5.763090391419277,23.28572466690074,22.478108512632783,5.964429891012227,0,59644.29891012227,50.0,22.478108512632783
940,12.690826895292043,23.27211112264721,126908.26895292042,0.5,23.317134489982568,5.771150033410282,23.317134489982568,22.511170290881974,5.986941061303109,0,59869.41061303109,50.0,22.511170290881974
950,12.717523328180535,23.303567111506354,127175.23328180535,0.5,23.348476956186445,5.779192953250715,23.348476956186445,22.54418497214314,6.009485246275252,0,60094.85246275252,50.0,22.54418497214314
960,12.74418837225976,23.334955920774572,127441.8837225976,0.5,23.379752789194114,5.787218963615184,23.379752789194114,22.577151752747152,6.032062398027999,0,60320.62398027999,50.0,22.577151752747152
970,12.770822094011173,23.36627824858778,127708.22094011173,0.5,23.410962681476324,5.795227894048733,23.410962681476324,22.61006963812142,6.05467246766612,0,60546.7246766612,50.0,22.61006963812142
980,12.797424559251864,23.39753475930856,127974.24559251864,0.5,23.442107291904062,5.803219592369674,23.442107291904062,22.642937459810046,6.07731540512593,0,60773.1540512593,50.0,22.642937459810046
990,12.823995833170386,23.42872608147772,128239.95833170386,0.5,23.4731872437051,5.811193925892055,23.4731872437051,22.675753891467014,6.099991159017398,0,60999.91159017397,50.0,22.675753891467014
1000,12.8505359803643,23.45985280608562,128505.359803643,0.5,23.504203122739174,5.819150782480681,23.504203122739174,22.708517463876554,6.122699676481274,0,61226.996764812735,50.0,22.708517463876554
1010,12.877045064879162,23.490915485138217,128770.45064879162,0.5,23.53515547606671,5.82709007145082,23.53515547606671,22.741226579052793,6.145440903060326,0,61454.40903060326,50.0,22.741226579052793
1020,12.903523150248668,23.521914630494184,129035.23150248668,0.5,23.56604481078773,5.835011724324013,23.56604481078773,22.773879523468437,6.168214782583794,0,61682.14782583794,50.0,22.773879523468437
1030,12.929970299535718,23.552850712951223,129299.70299535718,0.5,23.59687159312892,5.842915695450721,23.59687159312892,22.806474480458178,6.191021257064252,0,61910.21257064252,50.0,22.806474480458178
1040,12.956386575374157,23.583724161560884,129563.86575374157,0.5,23.6276362477585,5.85080196250988,23.6276362477585,22.83900954184254,6.213860266606095,0,62138.60266606095,50.0,22.83900954184254
1050,12.982772040011005,23.61453536315268,129827.72040011005,0.5,23.65833915730959,5.85867052689484,23.65833915730959,22.87148271881364,6.236731749324909,0,62367.31749324909,50.0,22.87148271881364
1060,13.009126755348955,23.64528466204957,130091.26755348955,0.5,23.688980662094327,5.866521413994554,23.688980662094327,22.90389195212291,6.259635641277031,0,62596.356412770314,50.0,22.90389195212291
1070,13.035450782988997,23.675972359957964,130354.50782988998,0.5,23.719561059991896,5.874354673378382,23.719561059991896,22.93623512160908,6.282571876398641,0,62825.718763986406,50.0,22.93623512160908
1080,13.061744184272982,23.706598716016625,130617.44184272981,0.5,23.750080606494965,5.8821703788923045,23.750080606494965,22.968510055102687,6.3055403864537425,0,63055.40386453743,50.0,22.968510055102687
1090,13.08800702032599,23.737163946989867,130880.07020325991,0.5,23.780539514899903,5.889968628673897,23.780539514899903,23.000714536740716,6.328541100990484,0,63285.41100990484,50.0,23.000714536740716
1100,13.114239352098398,23.767668227591372,131142.39352098398,0.5,23.810937956627306,5.897749545092923,23.810937956627306,23.032846314724633,6.351573947305209,0,63515.73947305209,50.0,23.032846314724633
1110,13.14044124040747,23.79811169092602,131404.4124040747,0.5,23.841276061660075,5.905513274624,23.841276061660075,23.064903108552365,6.374638850413762,0,63746.38850413761,50.0,23.064903108552365
1120,13.166612745978433,23.82849442903783,131666.12745978433,0.5,23.871553919087376,5.913259987657343,23.871553919087376,23.096882615753145,6.3977357330295135,0,63977.35733029514,50.0,23.096882615753145
1130,13.19275392948488,23.858816493553054,131927.5392948488,0.5,23.90177157774346,5.920989878253238,23.90177157774346,23.128782518153916,6.4208645155476685,0,64208.64515547668,50.0,23.128782518153916
1140,13.21886485158847,23.88907789640821,132188.6485158847,0.5,23.9319290469312,5.928703163845524,23.9319290469312,23.160600487702542,6.4440251160353705,0,64440.251160353706,50.0,23.160600487702542
1150,13.244945572977816,23.91927861065351,132449.45572977816,0.5,23.962026297220824,5.936400084898994,23.962026297220824,23.19233419187382,6.467217450227244,0,64672.17450227244,50.0,23.19233419187382
1160,13.270996154406493,23.949418571322894,132709.96154406492,0.5,23.99206326131516,5.944080904525335,23.99206326131516,23.223981298681093,6.490441431525925,0,64904.41431525925,50.0,23.223981298681093
1170,13.29701665673013,23.979497676362474,132970.1665673013,0.5,24.022039834973054,5.951745908061898,24.022039834973054,23.25553948131669,6.513696971007242,0,65136.969710072415,50.0,23.25553948131669
1180,13.32300714094252,24.009515787609768,133230.0714094252,0.5,24.05195587798363,5.959395402617313,24.05195587798363,23.28700642244217,6.536983977429683,0,65369.83977429684,50.0,23.28700642244217
1190,13.348967668210703,24.039472731816776,133489.67668210703,0.5,24.081811215184153,5.967029716587671,24.081811215184153,23.31837981814826,6.560302357247833,0,65603.02357247833,50.0,23.31837981814826
1200,13.374898299908994,24.06936830171028,133748.98299908993,0.5,24.111605637515254,5.974649199146783,24.111605637515254,23.3496573816041,6.583652014629436,0,65836.52014629437,50.0,23.3496573816041
1210,13.400799097651909,24.099202257083498,134007.9909765191,0.5,24.141338903107307,5.982254219713718,24.141338903107307,23.38083684641387,6.60703285147585,0,66070.3285147585,50.0,23.38083684641387
1220,13.426670123325994,24.128974325913426,134266.70123325996,0.5,24.171010738392624,5.989845167400667,24.171010738392624,23.411915969697624,6.630444767445547,0,66304.44767445547,50.0,23.411915969697624
1230,13.452511439120496,24.158684205498854,134525.11439120496,0.5,24.20062083923824,5.997422450443922,24.20062083923824,23.442892534912772,6.653887659980461,0,66538.8765998046,50.0,23.442892534912772
1240,13.478323107556882,24.188331563614252,134783.23107556882,0.5,24.230168872094662,6.004982303110952,24.230168872094662,23.4741836053917,6.677361843585851,0,66773.61843585852,50.0,23.4741836053917
1250,13.504105184724136,24.21792283274758,135041.05184724135,0.5,24.25966124555334,6.012527022694427,24.25966124555334,23.505189287205834,6.700867032873058,0,67008.67032873057,50.0,23.505189287205834
1260,13.529857730132857,24.24745459127806,135298.57730132857,0.5,24.289094547137157,6.020056648623474,24.289094547137157,23.53613195423246,6.72440316482729,0,67244.0316482729,50.0,23.53613195423246
1270,13.555580803044016,24.27692708884006,135555.80803044015,0.5,24.318469023335417,6.027571217427955,24.318469023335417,23.56701214288737,6.747970176970178,0,67479.70176970177,50.0,23.56701214288737
1280,13.581274462466315,24.306340577700063,135812.74462466314,0.5,24.34778492328636,6.035070763220391,24.34778492328636,23.59783034404275,6.77156800731422,0,67715.6800731422,50.0,23.59783034404275
1290,13.606938767154348,24.335695311965512,136069.3876715435,0.5,24.37704249798849,6.042555318173173,24.37704249798849,23.6285870027103,6.795196594316931,0,67951.9659431693,50.0,23.6285870027103
1300,13.63257377560754,24.364991546808355,136325.7377560754,0.5,24.406241999526454,6.050024912989342,24.406241999526454,23.659282517909535,6.818855876834839,0,68188.55876834839,50.0,23.659282517909535
1310,13.658179546069833,24.394229537705762,136581.79546069834,0.5,24.435383680314025,6.057479577365439,24.435383680314025,23.689917242704386,6.842545794077544,0,68425.45794077544,50.0,23.689917242704386
1320,13.683756136530134,24.423409539700245,136837.56136530134,0.5,24.464467792356434,6.0649193404450745,24.464467792356434,23.720491484392834,6.866266285561936,0,68662.66285561936,50.0,23.720491484392834
1330,13.709303604723452,24.452531806681193,137093.03604723452,0.5,24.493494586533934,6.072344231262065,24.493494586533934,23.751005504834872,6.890017291066771,0,68900.17291066771,50.0,23.751005504834872
1340,13.734822008132763,24.481596590689296,137348.22008132763,0.5,24.522464311908223,6.079754279172083,24.522464311908223,23.78145952090639,6.913798750587678,0,69137.98750587678,50.0,23.78145952090639
1350,13.760311403991517,24.51060414124536,137603.11403991518,0.5,24.551377215053115,6.087149514271964,24.551377215053115,23.81185370506505,6.937610604292743,0,69376.10604292744,50.0,23.81185370506505
1360,13.785771849286812,24.539554704704617,137857.71849286812,0.5,24.580233539410592,6.094529967805889,24.580233539410592,23.842188186018006,6.961452792478761,0,69614.52792478762,50.0,23.842188186018006
1370,13.811203400763173,24.568448523637443,138112.03400763174,0.5,24.609033524673162,6.1018956725578235,24.609033524673162,23.872463049479745,6.985325255528241,0,69853.25255528241,50.0,23.872463049479745
1380,13.836606114926937,24.597285836237212,138366.06114926937,0.5,24.63777740619328,6.109246663229653,24.63777740619328,23.902678339010308,7.009227933867251,0,70092.27933867251,50.0,23.902678339010308
1390,13.861980048051183,24.626066875755917,138619.80048051183,0.5,24.66646541442032,6.116582976804611,24.66646541442032,23.932834056924595,7.033160767924176,0,70331.60767924176,50.0,23.932834056924595
1400,13.887325256181214,24.654791869967816,138873.25256181214,0.5,24.695097774365582,6.123904652895623,24.695097774365582,23.96293016526432,7.057123698089441,0,70571.2369808944,50.0,23.96293016526432
1410,13.912641795140555,24.68346104066148,139126.41795140554,0.5,24.723674705095565,6.13121173407834,24.723674705095565,23.99296658682392,7.081116664676265,0,70811.16664676265,50.0,23.99296658682392
1420,13.937929720537394,24.712074603160346,139379.29720537394,0.5,24.752196419253515,6.138504266208637,24.752196419253515,24.02294320622388,7.1051396078824895,0,71051.3960788249,50.0,24.02294320622388
1430,13.963189087771521,24.74063276587163,139631.89087771522,0.5,24.780663122609436,6.145782298724492,24.780663122609436,24.052859871023884,7.129192467753514,0,71291.92467753513,50.0,24.052859871023884
1440,13.988419952041658,24.769135729863706,139884.1995204166,0.5,24.80907501363828,6.153045884932176,24.80907501363828,24.08271639286989,7.153275184146383,0,71532.75184146383,50.0,24.08271639286989
1450,14.013622368353186,24.797583688471587,140136.22368353186,0.5,24.837432283126226,6.160295082276749,24.837432283126226,24.11251254866895,7.177387696695053,0,71773.87696695053,50.0,24.11251254866895
1460,14.038796391526255,24.825976826930273,140387.96391526255,0.5,24.865735113804725,6.167529952596928,24.865735113804725,24.14224808178684,7.20152994477684,0,72015.2994477684,50.0,24.14224808178684
