time,upstream_reservoir.water_level,upstream_reservoir.outflow,upstream_reservoir.volume,gate_1.opening,gate_1.outflow,canal_1.volume,canal_1.water_level,canal_1.outflow,downstream_reservoir.water_level,downstream_reservoir.outflow,downstream_reservoir.volume,scenario
74.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
75.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
76.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
77.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
78.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
79.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
80.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
81.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
82.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
83.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
84.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
85.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
86.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
87.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
88.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
89.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
90.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
91.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
92.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
93.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
94.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
95.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
96.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
97.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
98.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
99.0,0.0,0.0,0.0,0.5,0,5000.0,5.0,0.0,0.0,0.0,0.0,integral_delay
